User_ID,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Calories
18314939,female,48,156.0,59.0,19.0,109.0,40.4,129.0
10459338,male,42,181.0,81.0,6.0,83.0,39.5,19.0
15393805,male,43,189.0,87.0,22.0,106.0,40.5,149.0
19896062,male,45,179.0,80.0,5.0,88.0,39.5,20.0
18544417,male,43,184.0,88.0,4.0,89.0,39.2,17.0
10928279,female,78,168.0,70.0,26.0,111.0,40.5,193.0
19715870,female,22,190.0,79.0,19.0,96.0,40.3,89.0
19227952,female,60,158.0,63.0,3.0,78.0,38.4,11.0
11680981,male,22,202.0,107.0,10.0,93.0,39.6,42.0
18565764,male,25,191.0,94.0,16.0,95.0,40.3,70.0
17401435,female,67,173.0,70.0,8.0,96.0,39.2,45.0
16557786,male,20,209.0,109.0,23.0,99.0,40.6,117.0
15364988,male,56,196.0,101.0,9.0,87.0,39.9,43.0
14168440,female,20,183.0,81.0,5.0,87.0,39.2,18.0
15090204,female,61,167.0,63.0,10.0,93.0,39.9,53.0
16295152,male,31,176.0,75.0,20.0,97.0,40.5,91.0
14330210,male,22,180.0,79.0,13.0,87.0,40.1,35.0
12593779,female,30,171.0,65.0,19.0,102.0,40.7,108.0
13967757,male,47,182.0,88.0,19.0,99.0,40.4,113.0
11616478,female,71,176.0,72.0,6.0,92.0,39.3,31.0
16048075,male,23,173.0,78.0,3.0,88.0,38.7,9.0
15053436,male,25,174.0,71.0,20.0,103.0,40.3,102.0
13226083,female,53,169.0,66.0,20.0,109.0,40.5,136.0
14851002,female,28,163.0,66.0,5.0,85.0,39.1,19.0
15312578,male,29,196.0,103.0,7.0,83.0,39.7,21.0
13367877,female,39,184.0,74.0,15.0,93.0,40.1,71.0
16165299,female,22,152.0,53.0,11.0,93.0,39.9,52.0
11942073,male,45,186.0,84.0,7.0,78.0,39.4,18.0
14499450,female,32,174.0,63.0,7.0,83.0,39.5,26.0
14947633,female,29,175.0,74.0,1.0,71.0,38.1,2.0
18096377,male,31,188.0,90.0,11.0,99.0,40.5,57.0
19742571,female,46,179.0,73.0,5.0,85.0,39.1,20.0
13981062,male,30,187.0,92.0,14.0,95.0,40.3,64.0
12597863,male,39,188.0,89.0,27.0,108.0,40.7,187.0
10077557,female,37,164.0,60.0,17.0,102.0,40.2,100.0
18567343,female,23,162.0,61.0,24.0,102.0,40.5,134.0
16858173,female,64,165.0,68.0,4.0,86.0,38.7,18.0
19284046,male,45,175.0,78.0,26.0,99.0,40.8,146.0
18305966,female,26,160.0,61.0,6.0,83.0,38.9,22.0
17919013,female,43,155.0,57.0,12.0,90.0,40.0,57.0
13705532,female,24,174.0,63.0,17.0,95.0,40.3,82.0
11839827,female,64,151.0,54.0,22.0,106.0,40.7,151.0
10293839,male,20,171.0,77.0,3.0,86.0,38.6,7.0
14625393,male,53,187.0,90.0,14.0,87.0,40.2,62.0
11756583,male,43,183.0,88.0,26.0,107.0,40.7,180.0
11794204,female,20,171.0,70.0,19.0,103.0,40.6,105.0
16485564,female,42,145.0,49.0,7.0,90.0,39.6,34.0
17890190,female,47,173.0,70.0,4.0,84.0,38.7,16.0
10248976,male,38,177.0,84.0,28.0,106.0,40.9,181.0
16973642,female,40,158.0,59.0,10.0,89.0,40.0,45.0
17549375,female,62,182.0,76.0,10.0,82.0,39.6,39.0
16390887,female,43,178.0,76.0,11.0,93.0,39.3,53.0
19318419,male,57,192.0,97.0,17.0,96.0,40.4,105.0
10157295,female,25,160.0,54.0,13.0,86.0,40.4,52.0
11765471,male,60,196.0,99.0,23.0,105.0,40.5,177.0
18332679,male,70,176.0,83.0,6.0,96.0,39.2,39.0
16430252,female,26,164.0,62.0,15.0,95.0,39.8,73.0
19431944,male,27,181.0,83.0,14.0,88.0,40.2,45.0
17636210,male,31,210.0,112.0,20.0,107.0,40.7,138.0
17419235,male,25,196.0,98.0,11.0,87.0,39.9,36.0
10126377,male,23,180.0,82.0,17.0,98.0,40.2,76.0
18151115,female,49,157.0,63.0,22.0,100.0,40.9,128.0
12363678,male,48,175.0,75.0,19.0,110.0,40.7,140.0
13883058,female,60,160.0,61.0,27.0,109.0,40.5,189.0
18404578,male,42,188.0,96.0,28.0,113.0,41.1,223.0
13065291,male,70,150.0,59.0,1.0,80.0,37.9,4.0
12095824,male,77,190.0,96.0,28.0,103.0,41.0,228.0
13706384,female,27,151.0,49.0,19.0,101.0,40.2,109.0
15349518,male,21,204.0,98.0,16.0,94.0,40.1,66.0
15917218,female,58,159.0,57.0,21.0,106.0,40.4,141.0
14127126,male,33,174.0,77.0,14.0,92.0,40.2,55.0
13464795,female,30,163.0,58.0,30.0,115.0,40.6,215.0
14761417,female,37,160.0,58.0,27.0,111.0,40.7,185.0
13531243,male,54,182.0,81.0,20.0,106.0,40.6,143.0
15546601,male,76,189.0,99.0,12.0,96.0,40.2,85.0
12079828,female,49,166.0,66.0,10.0,80.0,40.0,36.0
18544558,male,54,189.0,90.0,24.0,103.0,40.2,166.0
18095715,female,21,176.0,72.0,14.0,106.0,40.3,82.0
14758258,male,32,197.0,98.0,26.0,111.0,40.7,188.0
16073180,female,22,168.0,63.0,29.0,110.0,41.2,186.0
13635471,male,75,181.0,82.0,27.0,111.0,41.1,242.0
10610016,male,31,190.0,90.0,23.0,112.0,40.6,165.0
19935593,female,71,171.0,70.0,10.0,96.0,39.3,57.0
13611223,male,59,194.0,95.0,30.0,109.0,40.6,245.0
16096368,male,34,189.0,80.0,28.0,117.0,41.0,220.0
14376995,male,26,189.0,89.0,19.0,95.0,40.5,82.0
15585440,male,42,190.0,95.0,26.0,104.0,41.1,171.0
16833000,female,42,164.0,58.0,14.0,98.0,40.3,78.0
18158564,male,29,191.0,86.0,15.0,85.0,40.2,44.0
15744468,female,74,177.0,77.0,3.0,81.0,38.4,12.0
16039970,male,32,188.0,93.0,15.0,103.0,40.1,89.0
12155209,female,26,156.0,56.0,20.0,98.0,40.1,106.0
16569335,female,35,170.0,65.0,16.0,97.0,40.2,83.0
16783162,male,49,178.0,85.0,15.0,91.0,40.1,71.0
15409745,male,24,177.0,83.0,4.0,83.0,39.3,9.0
17585464,male,67,187.0,94.0,19.0,98.0,40.6,131.0
18296214,female,64,163.0,62.0,2.0,90.0,37.8,10.0
18145627,female,42,179.0,72.0,17.0,98.0,40.1,91.0
17952771,female,59,150.0,59.0,8.0,89.0,39.6,39.0
11218653,male,32,187.0,85.0,19.0,99.0,40.7,98.0
17548410,male,24,191.0,93.0,17.0,110.0,40.5,112.0
10776413,female,32,179.0,76.0,29.0,101.0,41.0,158.0
18223575,male,43,178.0,82.0,16.0,101.0,39.9,94.0
15699085,female,27,158.0,57.0,22.0,101.0,40.4,124.0
12917470,female,40,171.0,65.0,6.0,88.0,39.1,26.0
18704438,male,78,172.0,74.0,28.0,103.0,41.0,216.0
19604365,female,50,163.0,58.0,16.0,93.0,40.3,82.0
17476522,female,24,171.0,66.0,24.0,105.0,40.6,141.0
19808698,male,56,188.0,89.0,15.0,97.0,39.9,91.0
14076267,male,51,196.0,100.0,4.0,77.0,38.8,12.0
15989135,male,42,186.0,83.0,10.0,80.0,39.7,27.0
16518456,female,40,178.0,73.0,15.0,95.0,40.5,75.0
19115156,male,43,182.0,83.0,6.0,91.0,39.4,27.0
14767779,male,46,179.0,76.0,28.0,102.0,41.0,170.0
18890018,female,77,151.0,52.0,28.0,103.0,40.6,190.0
11833919,female,23,160.0,66.0,13.0,95.0,40.1,62.0
17987097,female,25,181.0,70.0,21.0,108.0,40.2,129.0
14697434,male,33,170.0,66.0,14.0,95.0,40.0,58.0
13965766,female,34,165.0,64.0,12.0,100.0,40.1,66.0
13127431,male,33,199.0,93.0,1.0,77.0,37.8,2.0
11336771,female,27,179.0,72.0,28.0,105.0,40.9,163.0
11666971,male,50,191.0,93.0,24.0,108.0,40.4,181.0
17749229,male,22,172.0,73.0,25.0,100.0,40.5,114.0
18434917,female,37,163.0,59.0,20.0,109.0,40.7,132.0
13454914,male,41,218.0,119.0,18.0,85.0,40.2,76.0
10825757,male,48,192.0,92.0,23.0,96.0,40.4,129.0
12955525,male,27,187.0,85.0,26.0,101.0,40.9,135.0
19627063,male,22,193.0,88.0,8.0,87.0,39.3,23.0
13166742,female,32,172.0,69.0,26.0,109.0,40.8,166.0
13518939,female,46,169.0,67.0,8.0,84.0,39.8,32.0
16959962,male,21,169.0,69.0,25.0,102.0,40.5,118.0
14164545,female,72,157.0,53.0,6.0,82.0,39.2,27.0
11028654,male,41,187.0,88.0,29.0,110.0,40.7,212.0
18369171,male,78,195.0,104.0,18.0,96.0,40.7,132.0
16284326,female,31,166.0,69.0,8.0,78.0,39.8,24.0
17323526,male,46,189.0,90.0,18.0,101.0,40.5,112.0
19486187,female,22,166.0,61.0,18.0,97.0,40.3,91.0
19925665,male,34,192.0,92.0,21.0,105.0,40.4,132.0
17177140,female,27,171.0,62.0,5.0,87.0,39.2,20.0
13963778,male,64,177.0,81.0,23.0,112.0,40.9,197.0
11161294,female,45,168.0,71.0,29.0,113.0,40.9,204.0
10670189,male,38,185.0,85.0,29.0,110.0,40.8,205.0
11300311,female,37,156.0,62.0,12.0,87.0,39.9,51.0
15523047,female,23,170.0,63.0,15.0,99.0,40.3,79.0
19549420,female,32,154.0,55.0,22.0,113.0,40.1,154.0
18947699,male,63,185.0,82.0,6.0,83.0,39.1,25.0
15740792,female,27,182.0,71.0,7.0,89.0,39.6,29.0
11109348,female,35,173.0,67.0,29.0,115.0,41.1,206.0
15367074,male,37,194.0,94.0,2.0,83.0,38.1,6.0
18241080,female,34,175.0,71.0,1.0,86.0,37.4,4.0
12848526,female,79,154.0,55.0,24.0,107.0,40.5,173.0
11356128,male,45,204.0,106.0,18.0,94.0,40.4,98.0
18557561,male,66,199.0,100.0,17.0,98.0,40.5,118.0
12569624,female,53,151.0,55.0,28.0,102.0,40.9,174.0
13680204,male,75,184.0,83.0,23.0,104.0,40.8,182.0
16061236,male,35,190.0,93.0,5.0,89.0,39.3,20.0
16642924,female,45,170.0,70.0,20.0,100.0,40.7,113.0
11539773,female,32,197.0,90.0,22.0,105.0,40.7,125.0
12679497,female,40,160.0,70.0,8.0,88.0,40.0,34.0
10902241,female,40,149.0,53.0,27.0,106.0,41.0,174.0
17171621,male,45,193.0,92.0,17.0,97.0,40.3,95.0
19727825,male,31,162.0,66.0,5.0,94.0,39.1,20.0
18818054,male,39,201.0,99.0,20.0,100.0,40.4,119.0
13741110,female,64,173.0,75.0,23.0,96.0,40.8,126.0
11962395,male,34,167.0,74.0,20.0,93.0,40.4,82.0
12764279,male,50,189.0,94.0,26.0,107.0,40.5,193.0
15500413,male,54,160.0,62.0,26.0,97.0,40.6,140.0
14862083,female,51,174.0,74.0,24.0,102.0,40.4,142.0
18752018,male,47,167.0,74.0,18.0,103.0,40.0,112.0
17153489,female,48,159.0,60.0,17.0,99.0,40.6,97.0
19358109,female,20,158.0,58.0,5.0,84.0,38.9,18.0
14275480,female,66,165.0,71.0,13.0,92.0,40.0,67.0
16927353,male,38,185.0,83.0,26.0,106.0,40.7,167.0
10174029,female,64,174.0,72.0,28.0,108.0,40.9,191.0
19594607,female,73,168.0,67.0,18.0,97.0,40.3,106.0
11967522,female,35,152.0,51.0,29.0,119.0,40.9,225.0
13033070,male,69,168.0,72.0,2.0,79.0,38.4,7.0
14223192,male,42,181.0,84.0,11.0,94.0,39.8,53.0
13884571,female,29,179.0,73.0,27.0,107.0,40.7,164.0
16050482,female,68,166.0,64.0,3.0,77.0,38.3,11.0
10158414,female,63,161.0,57.0,11.0,89.0,40.1,55.0
16952678,female,35,170.0,63.0,16.0,98.0,40.5,86.0
10244000,male,25,158.0,58.0,11.0,79.0,39.7,13.0
10229762,female,20,155.0,50.0,2.0,82.0,37.9,7.0
11456581,female,29,158.0,52.0,24.0,110.0,40.5,160.0
19052585,female,65,173.0,68.0,9.0,81.0,39.4,36.0
15797807,female,48,171.0,68.0,16.0,96.0,40.4,85.0
15397869,female,69,147.0,49.0,11.0,102.0,39.8,72.0
17755538,male,41,176.0,77.0,25.0,99.0,40.7,135.0
17010521,female,43,174.0,73.0,10.0,90.0,39.9,45.0
13602903,male,29,181.0,85.0,10.0,93.0,39.8,41.0
12933664,female,23,170.0,67.0,3.0,80.0,38.6,9.0
11763720,male,39,185.0,81.0,12.0,101.0,40.0,68.0
19445849,female,38,162.0,60.0,17.0,102.0,40.3,100.0
10232911,male,79,179.0,81.0,15.0,98.0,40.1,107.0
18904436,female,54,147.0,47.0,29.0,113.0,40.4,218.0
15077435,male,35,167.0,68.0,12.0,95.0,39.8,52.0
16127786,male,45,175.0,82.0,1.0,76.0,38.1,2.0
